Geneid	Chr	Start	End	Strand	Length	Sample_HBBx1.bam	Sample_HBBx2.bam	Sample_MJBx1.bam	Sample_MJBx2.bam	Sample_OCBx1.bam	Sample_OCBx2.bam	Sample_Pt10-Bx1.bam	Sample_Pt10-Bx2.bam	Sample_Pt12-Bx1.bam	Sample_Pt12-Bx2.bam	Sample_Pt2-Bx1.bam	Sample_Pt2-Bx2.bam	Sample_Pt6-Bx1.bam	Sample_Pt6-Bx2.bam	Sample_Pt8-Bx1.bam	Sample_Pt8-Bx2.bam	Sample_Pt9-Bx1.bam	Sample_Pt9-Bx2.bam	Sample_RJBx1.bam	Sample_RJBx2.bam
ENSG00000253542.7	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	56373064;56374718;56381942;56382523;56390123;56390602;56390801;56395045	56373194;56374843;56382099;56382622;56390254;56390708;56390811;56395365	-;-;-;-;-;-;-;-	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181195.10	chr8;chr8;chr8;chr8;chr8	56436674;56438435;56440954;56443518;56445245	56437076;56438510;56441937;56444019;56446734	-;-;-;-;-	3455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254254.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8	56445807;56489098;56496223;56524624;56526981;56548293;56550318	56446500;56489250;56496355;56524749;56527136;56548358;56552067	+;+;+;+;+;+;+	3078	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253541.1	chr8	56476826	56477987	-	1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000246430.6	chr8;chr8;chr8;chr8;chr8;chr8	56496246;56518321;56520119;56534946;56544079;56559453	56496333;56520020;56520635;56535009;56544178;56559823	-;-;-;-;-;-	2840	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000253139.1	chr8;chr8;chr8	56536758;56538589;56540389	56537203;56538894;56540497	-;-;-	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241431.1	chr8	56588385	56588787	+	403	1	1	0	1	1	2	0	1	0	0	1	1	0	0	0	0	2	1	0	0
ENSG00000254055.1	chr8;chr8;chr8;chr8	56639901;56645632;56654908;56656292	56639952;56645847;56655049;56656465	-;-;-;-	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270328.1	chr8	56776283	56776874	+	592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206975.1	chr8	56917084	56917190	+	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104331.8	chr8;chr8;chr8;chr8;chr8;chr8;chr8	56957933;56964133;56966191;56967110;56978050;56980035;56993199	56964064;56964418;56966352;56967218;56978145;56980197;56993844	-;-;-;-;-;-;-	7594	1026	704	613	483	452	428	567	663	575	360	736	940	983	1125	601	373	578	513	793	318
ENSG00000222205.1	chr8	57126655	57126762	-	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253301.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	57142689;57150601;57193590;57193885;57201017;57202919;57208009;57208499;57218276;57218534;57219056;57219379;57220111;57220589;57221399;57222169;57222595;57229545;57231392;57240095	57142885;57150766;57193716;57194011;57201088;57203168;57208204;57208632;57218352;57218695;57219138;57219623;57220295;57220738;57221607;57222271;57222696;57229728;57232636;57240298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000220984.1	chr8	57183634	57183720	+	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251142.1	chr8;chr8	57240057;57240386	57240224;57240541	+;+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253614.1	chr8;chr8;chr8	57261226;57261534;57265341	57261339;57263117;57266613	+;+;+	2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215117.5	chr8;chr8;chr8;chr8	57279543;57281971;57284161;57284438	57280764;57282214;57284275;57284731	+;+;+;+	1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202265.1	chr8	57289552	57289649	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253871.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	57343787;57344931;57346694;57347222;57348369;57352460;57353271;57357446;57364542	57344015;57345140;57347063;57347408;57348586;57352577;57353408;57357524;57364857	+;+;+;+;+;+;+;+;+	1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243050.1	chr8	57392546	57392882	+	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253821.1	chr8;chr8;chr8	57492884;57545469;57591480	57492975;57545943;57591559	+;+;+	647	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0
ENSG00000253322.1	chr8;chr8;chr8	57594166;57786558;57804808	57594462;57786608;57805029	-;-;-	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254139.1	chr8;chr8	57746149;57747941	57746350;57750199	+;+	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000253376.1	chr8;chr8	57889576;57890601	57890146;57890809	-;-	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205293.3	chr8;chr8;chr8	57978358;57980894;57982266	57978484;57981014;57984126	+;+;+	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169122.11	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	57994509;58031606;58043184;58070207;58075535;58077127;58145907;58189318;58197831;58203515	57994806;58031703;58043299;58070387;58075623;58077214;58148788;58189416;58198157;58204279	+;+;+;+;+;+;+;+;+;+	4943	69	71	59	57	54	185	55	64	38	68	94	61	51	57	72	60	101	87	95	62
ENSG00000253523.1	chr8;chr8	58031334;58032158	58031685;58032682	-;-	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253116.1	chr8;chr8;chr8;chr8	58091442;58098924;58100869;58106206	58091624;58099137;58101007;58106294	-;-;-;-	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242595.1	chr8	58113189	58113622	-	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253281.6	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	58255771;58257094;58257787;58259049;58259731;58260525;58271281;58271870	58256093;58257168;58257845;58259276;58260024;58260753;58271547;58272119	-;-;-;-;-;-;-;-	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215114.7	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	58411264;58413299;58416850;58430519;58433160;58434395;58434858;58439633;58445907;58447389	58411469;58413371;58416953;58430669;58433243;58434504;58435106;58439770;58446068;58451501	+;+;+;+;+;+;+;+;+;+	5390	102	48	199	118	53	55	182	125	161	146	348	263	275	252	340	166	209	124	145	37
ENSG00000250031.1	chr8;chr8	58424588;58426509	58426189;58426685	-;-	1779	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167910.3	chr8;chr8;chr8;chr8;chr8;chr8	58490178;58492353;58494506;58496604;58498229;58500019	58491774;58492528;58494636;58497190;58498469;58500236	-;-;-;-;-;-	2950	16	11	4	24	0	0	0	1	0	0	42	3	31	8	192	61	48	8	25	11
ENSG00000254103.1	chr8	58503588	58504068	+	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137575.11	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	58552924;58560284;58565016;58570712;58572205;58575900;58577993;58579623;58580517;58581686	58553303;58561795;58565084;58570965;58572314;58576366;58578384;58579949;58580608;58582860	+;+;+;+;+;+;+;+;+;+	4778	930	903	1228	1460	546	1013	759	1483	1207	1615	1380	1920	1064	1431	1206	1567	1007	2032	1144	975
ENSG00000035681.7	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	58583504;58585652;58586349;58587618;58589452;58590866;58594232;58595560;58595800;58597387;58597860;58599232;58599750;58599970;58601168;58601445;58602058;58603210;58605927;58607769;58609604;58623220;58623377;58623709;58631365;58635189;58635305;58635468;58637234;58639968;58642984;58659195;58659573	58584200;58586000;58586608;58587701;58590074;58591009;58594878;58595659;58595902;58597550;58597902;58599480;58599870;58600178;58601348;58601535;58602137;58603386;58606035;58607840;58609733;58623272;58623424;58623780;58631546;58635225;58635372;58635546;58637389;58640102;58643073;58659534;58659844	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6165	149	106	125	132	88	167	73	170	74	106	80	156	128	105	132	108	88	178	126	40
ENSG00000242970.2	chr8	58588420	58588764	-	345	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000198846.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	58805418;58808118;58815338;58826822;58838081;58851524;58939302;58959943;59118886	58807783;58808269;58815724;58826902;58838311;58851805;58939544;58960008;59119208	-;-;-;-;-;-;-;-;-	4131	5	4	13	21	62	75	1	8	30	26	22	9	58	103	14	14	31	53	10	4
ENSG00000201231.1	chr8	58814412	58814552	-	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254048.1	chr8;chr8	58991720;58992801	58992132;58992938	-;-	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167912.5	chr8;chr8;chr8	59119040;59119586;59120336	59119285;59120071;59121346	+;+;+	1743	1	5	5	12	20	15	0	0	11	4	2	5	9	5	3	8	8	1	15	7
ENSG00000206853.1	chr8	59137372	59137502	-	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201763.1	chr8	59455885	59456010	+	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254150.1	chr8	59557528	59557855	-	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253260.1	chr8;chr8	59561327;59593578	59561560;59593701	-;-	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253879.1	chr8;chr8;chr8;chr8	59601378;59606530;59612819;59613381	59601452;59607005;59612889;59613775	+;+;+;+	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253413.1	chr8	59760047	59760263	+	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253723.1	chr8	59821124	59821433	+	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428.1	chr8	59893856	59893942	-	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254775.1	chr8;chr8;chr8	60049587;60058251;60074594	60049619;60058528;60074715	+;+;+	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254954.1	chr8	60141821	60142142	+	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178538.9	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	60187347;60208071;60222649;60224537;60226873;60232284;60232485;60264822;60279689;60281048	60189985;60208919;60222761;60224585;60226935;60232379;60232673;60266049;60279880;60281412	-;-;-;-;-;-;-;-;-;-	5783	0	0	5	6	4	0	2	0	2	4	2	0	2	0	3	0	0	0	1	0
ENSG00000251396.6	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	60384588;60385207;60403212;60408355;60412340;60413010;60413556;60468072;60468863;60508647;60516598	60384665;60385406;60405249;60408497;60412783;60413470;60413930;60468192;60469116;60508762;60516795	-;-;-;-;-;-;-;-;-;-;-	4428	6	4	4	1	0	0	4	0	0	4	0	0	5	0	4	0	5	0	3	2
ENSG00000226301.3	chr8	60387262	60387995	+	734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104388.14	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	60516857;60558408;60569929;60572046;60576234;60584044;60584208;60584723;60591690;60618580;60620674	60517253;60559279;60570057;60572113;60576297;60584077;60584290;60584815;60592117;60619111;60623627	+;+;+;+;+;+;+;+;+;+;+	5654	1559	957	1182	1411	817	870	461	454	663	576	1202	1178	1056	1180	1211	795	980	1061	1567	369
ENSG00000255321.1	chr8;chr8	60551957;60552369	60551977;60553036	-;-	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228862.3	chr8;chr8;chr8	60631509;60632596;60633061	60631907;60632771;60636271	-;-;-	3786	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ENSG00000254869.1	chr8;chr8;chr8	60652502;60653155;60653454	60652679;60653298;60653561	-;-;-	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255289.1	chr8;chr8	60660820;60664367	60661184;60664530	+;+	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171316.11	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	60678778;60679564;60741259;60781000;60794986;60800388;60801528;60808217;60816387;60820007;60821790;60822024;60822503;60823840;60828663;60830322;60836073;60836817;60837668;60838076;60841644;60841847;60844864;60845250;60848515;60849051;60850493;60850737;60851032;60851262;60852019;60852498;60852829;60854363;60855093;60855975;60856445;60860904	60679082;60679791;60743097;60781430;60795127;60800526;60801593;60808272;60816501;60820090;60821927;60822145;60822746;60825415;60828806;60830577;60836283;60837012;60837835;60838255;60841754;60842052;60845063;60845409;60848604;60849154;60850622;60850761;60851104;60851319;60852247;60852706;60853500;60854523;60855209;60856202;60856888;60868028	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	16982	140	143	99	90	95	113	91	244	161	147	247	231	218	231	217	111	107	178	140	91
ENSG00000254432.1	chr8;chr8	60808735;60809498	60808926;60809606	-;-	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271377.1	chr8	60906059	60906452	+	394	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254777.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	60910053;60910590;60918981;60920170;60952930;60963352;60964730;60965237;60966170	60910228;60910666;60919050;60920422;60953035;60963425;60964823;60965361;60966557	+;+;+;+;+;+;+;+;+	1363	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	0
ENSG00000255397.1	chr8	60937705	60939871	-	2167	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254802.1	chr8;chr8	60965802;60967573	60966457;60967775	-;-	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000177182.10	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	61057158;61131770;61287955;61292318;61299677;61370346;61376605;61391006;61454141;61458307;61464571;61499455	61057230;61131860;61288234;61292454;61300282;61370666;61378375;61391229;61454251;61458660;61465804;61501645	+;+;+;+;+;+;+;+;+;+;+;+	7393	2	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	2	1
ENSG00000213881.3	chr8	61202350	61203220	+	871	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000254222.1	chr8;chr8;chr8	61264624;61273921;61292005	61264859;61274036;61292039	-;-;-	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253711.1	chr8;chr8	61300164;61300820	61300593;61301069	-;-	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198363.15	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	61500556;61517013;61518032;61525977;61548071;61553031;61555924;61562744;61567168;61576601;61582999;61583944;61606461;61618978;61623710;61633125;61633683;61637947;61638322;61642888;61643386;61643945;61644600;61646750;61651050;61653568;61656128;61664725;61668234;61675259;61680524;61682439;61683553;61684485;61687415;61689673;61714269	61503509;61517661;61518123;61526112;61548208;61553120;61556022;61562880;61567318;61576858;61583535;61584029;61607322;61619019;61626280;61633376;61633727;61638046;61638363;61642920;61643433;61644001;61644632;61646878;61651431;61653660;61661926;61665606;61668275;61676319;61681036;61682483;61684190;61684700;61687700;61689849;61714640	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	20047	1296	889	956	833	547	515	1063	1407	601	443	1185	1064	1305	1302	784	447	722	649	1111	612
ENSG00000254285.3	chr8	61578220	61579668	+	1449	2	1	1	5	3	5	1	4	0	0	11	8	0	0	5	5	10	12	3	5
ENSG00000222898.1	chr8	61631680	61632012	-	333	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
ENSG00000264408.1	chr8	61714788	61714859	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251127.2	chr8;chr8	61759094;61765891	61761764;61765969	-;-	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254119.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	61785047;61825328;61827819;61834873;61852653;61854383;61855664;61861770;61874056;61878882;61885286;61894486;61922690;61939337;61944139	61785156;61825532;61827977;61834996;61852776;61854434;61855852;61862040;61874179;61879777;61885562;61894735;61922823;61939534;61944180	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253834.1	chr8;chr8	61821481;61825010	61821843;61825252	-;-	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254120.1	chr8;chr8;chr8;chr8	61889839;61892703;61893334;61894117	61889875;61892841;61893474;61894206	+;+;+;+	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253544.1	chr8	61909984	61910802	-	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253789.1	chr8;chr8;chr8	62110524;62111769;62119746	62111202;62111919;62119898	+;+;+	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237810.3	chr8	62143311	62144769	-	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185942.11	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	62248591;62579539;62589714;62746932;62863261;62918453;62953902;62965354;62990168;62999231	62249127;62579676;62589794;62747129;62863498;62918513;62953972;62965629;62991069;62999652	+;+;+;+;+;+;+;+;+;+	2924	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000254050.1	chr8;chr8	62473217;62473971	62473430;62474269	-;-	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253975.1	chr8	62482198	62483811	-	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253517.1	chr8	62855068	62857134	-	2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253431.1	chr8	62863082	62864181	-	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274956.2	chr8	62977861	62984900	+	7040	1	0	0	0	0	0	1	0	4	0	0	4	4	0	2	0	0	0	0	0
ENSG00000240915.2	chr8;chr8	63013068;63014159	63013094;63014681	+;+	550	1	0	1	0	0	0	0	2	0	4	1	1	3	0	2	0	1	0	2	1
ENSG00000137563.11	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	63015079;63017334;63023509;63023907;63026158;63027000;63028145;63029984;63035656;63038660	63015453;63017970;63023739;63024186;63026296;63027265;63028485;63030217;63035770;63039171	-;-;-;-;-;-;-;-;-;-	3130	2425	1936	1319	1475	1146	1039	1474	1524	256	292	831	692	865	995	581	461	734	802	1160	572
ENSG00000253121.1	chr8;chr8	63024372;63025248	63024991;63025294	+;+	667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000137561.4	chr8;chr8;chr8;chr8;chr8;chr8	63048553;63059783;63064206;63065904;63072935;63085818	63048603;63061425;63064316;63066097;63073088;63086053	-;-;-;-;-;-	2389	1272	873	1429	1112	280	148	1377	768	794	376	1907	1238	1762	1715	1518	645	1760	638	1059	124
ENSG00000253555.1	chr8;chr8	63136223;63137359	63136902;63138084	-;-	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270673.1	chr8	63167725	63168442	-	718	5	1	8	3	1	0	0	2	0	2	1	1	2	0	2	1	1	1	2	6
ENSG00000185728.16	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	63168553;63168961;63169387;63172653;63173651;63175331;63186147;63188735;63209683	63168901;63169111;63169491;63172798;63173681;63175700;63187745;63189042;63212786	+;+;+;+;+;+;+;+;+	6163	528	433	676	700	308	334	346	444	573	495	723	1091	691	1003	820	650	650	842	514	124
ENSG00000261542.1	chr8	63215981	63218034	+	2054	12	10	12	14	7	22	2	0	8	4	12	12	10	6	2	4	9	7	9	4
ENSG00000241964.3	chr8	63234634	63234911	-	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253205.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	63384839;63410908;63413111;63413633;63417103;63417440;63432886;63433823;63461479;63466225;63469979	63385906;63410969;63413251;63413717;63417355;63417930;63432951;63434009;63461550;63466499;63470205	-;-;-;-;-;-;-;-;-;-;-	2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215096.3	chr8	63409064	63409457	+	394	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253894.1	chr8;chr8;chr8;chr8;chr8;chr8	63465849;63467142;63470285;63471839;63472370;63475348	63465997;63469946;63470659;63471890;63472648;63475482	+;+;+;+;+;+	3795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253583.1	chr8;chr8;chr8	63586000;63587338;63588823	63586084;63587396;63589408	+;+;+	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252358.1	chr8	63609354	63609600	-	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253554.5	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	63687179;63728774;63848897;63856943;63895498;64133448;64151093;64166975;64230556;64239834;64240440;64368341	63687231;63729008;63848995;63857111;63895549;64133514;64151164;64167027;64230619;64240282;64240506;64368558	-;-;-;-;-;-;-;-;-;-;-;-	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253762.1	chr8;chr8;chr8;chr8	63704756;63707325;63747606;63751575	63704918;63707474;63747755;63751677	+;+;+;+	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253734.1	chr8;chr8;chr8	63769430;63778449;63784680	63769845;63780922;63785501	+;+;+	3712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253231.1	chr8	64331927	64332152	+	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254377.5	chr8;chr8;chr8;chr8	64373328;64377327;64377960;64381603	64373551;64377528;64378834;64383787	+;+;+;+	3486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207816.1	chr8	64379149	64379257	+	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253750.1	chr8	64554236	64554475	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253800.1	chr8	64570913	64571332	-	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254102.1	chr8;chr8;chr8	64574306;64576883;64581718	64576628;64577263;64581888	-;-;-	2875	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000180828.2	chr8	64580367	64583628	+	3262	5	1	3	7	1	4	7	1	0	2	2	2	7	4	2	2	0	1	4	2
ENSG00000172817.3	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	64587763;64589802;64596135;64604682;64615026;64615691;64624403;64798466	64587799;64589844;64596929;64604857;64615232;64616281;64624539;64798761	-;-;-;-;-;-;-;-	2282	87	83	69	48	15	27	73	76	62	34	199	160	130	145	210	60	136	84	73	38
ENSG00000254330.1	chr8;chr8;chr8;chr8;chr8	64703774;64727954;64728873;64732839;64734344	64704033;64728121;64728991;64732944;64734459	-;-;-;-;-	769	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254006.5	chr8;chr8;chr8;chr8;chr8	64801236;64802368;64804173;64805589;64817324	64801526;64802485;64804278;64805700;64817573	-;-;-;-;-	877	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000253493.1	chr8	64973488	64973848	-	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239261.1	chr8	65155407	65155778	+	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280725.1	chr8;chr8;chr8;chr8	65161145;65172334;65175673;65180198	65161769;65172512;65175779;65180341	-;-;-;-	1055	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
