"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR009","DHMR010","DHMR011","DHMR012"
"4930526H09Rik",0,2,0,0,1,0,0,1
"4930526I15Rik",119,192,237,177,211,213,231,183
"4930528A17Rik",6,14,6,10,15,6,7,9
"4930533B01Rik",0,0,0,1,1,1,0,0
"4930538K18Rik",7,14,13,12,13,13,9,13
"4930539E08Rik",0,0,0,1,2,0,0,2
"4930539J05Rik",22,48,72,58,66,85,55,71
"4930543E12Rik",1,1,1,1,0,2,1,1
"4930544D05Rik",1,1,0,1,0,1,0,1
"4930544M13Rik",0,1,3,1,1,1,1,3
"4930546K05Rik",0,2,0,1,3,0,0,1
"4930548H24Rik",0,1,0,0,0,0,1,3
"4930549G23Rik",7,6,6,9,11,8,13,7
"4930550C14Rik",1,6,0,1,1,4,2,2
"4930550L24Rik",36,101,126,71,94,75,81,84
"4930552P12Rik",1,1,1,1,2,0,0,2
"4930556M19Rik",28,99,65,61,94,108,120,104
"4930556N13Rik",0,1,0,0,0,2,2,0
"4930557K07Rik",9,20,21,9,18,14,16,13
"4930558C23Rik",0,3,1,2,2,2,0,0
"4930558J18Rik",23,33,20,38,16,7,8,21
"4930562C15Rik",1,1,1,2,2,1,4,2
"4930562F07Rik",2,3,2,3,1,0,2,1
"4930563E22Rik",14,29,47,44,35,37,50,49
"4930565N06Rik",1,13,4,4,5,8,7,2
"4930570G19Rik",1,2,5,5,1,4,2,2
"4930577N17Rik",15,26,19,24,21,22,21,24
"4930578M01Rik",4,11,10,6,8,6,6,4
"4930579G18Rik",93,175,177,174,162,153,174,163
"4930579G24Rik",350,423,478,560,478,309,284,421
"4930579K19Rik",3,6,8,14,3,7,8,8
"4930579P08Rik",0,3,2,1,1,2,0,3
"4930581F22Rik",16,41,52,33,54,35,46,55
"4930590J08Rik",1,3,2,3,3,5,4,4
"4930592A05Rik",1,3,1,0,0,4,3,2
"4930593A02Rik",0,5,1,2,2,4,5,0
"4930595D18Rik",0,3,1,1,0,0,2,1
"4930599N23Rik",0,2,2,2,0,3,4,2
"4931402G19Rik",1,2,2,0,4,1,2,1
"4931403E22Rik",0,1,3,2,0,2,2,4
"4931403G20Rik",2,9,2,7,4,3,1,5
"4931406C07Rik",1007,1919,2069,2128,2000,2225,2154,1967
"4931406H21Rik",0,0,0,0,1,2,3,0
"4931406P16Rik",1462,2824,2257,2943,3070,2891,2374,2752
"4931408D14Rik",3,3,2,7,7,7,5,3
"4931414P19Rik",238,447,506,453,445,397,386,419
"4931428F04Rik",225,349,308,361,351,333,273,296
"4931431C16Rik",8,11,8,9,9,4,2,5
"4931440F15Rik",0,3,1,1,1,2,1,0
"4931440J10Rik",1,1,0,2,0,0,0,0
"4931440P22Rik",8,8,11,12,12,13,11,9
"4932416H05Rik",57,111,135,120,127,120,144,166
"4932418E24Rik",0,3,2,0,1,0,0,0
"4932438A13Rik",605,2264,1146,1337,1701,2025,1919,1760
"4932438H23Rik",2,0,0,2,3,1,0,1
"4932441J04Rik",6,7,8,8,15,8,7,8
"4932443I19Rik",0,1,0,0,1,2,1,1
"4933400C23Rik",0,0,1,0,2,2,2,1
"4933402D24Rik",8,12,5,9,8,11,9,5
"4933402E13Rik",0,1,0,0,0,1,1,2
"4933402J07Rik",0,0,2,1,1,0,1,1
"4933402P03Rik",1,0,0,1,1,0,0,0
"4933403O08Rik",0,0,0,1,1,1,0,1
"4933404O12Rik",459,648,783,800,620,508,555,626
"4933405D12Rik",1,4,0,1,2,0,2,3
"4933405E24Rik",0,1,1,0,1,0,1,2
"4933405L10Rik",1,3,4,5,2,2,3,2
"4933406C10Rik",4,5,23,12,20,23,13,7
"4933406G16Rik",1,0,2,1,2,0,0,0
"4933406I18Rik",2,3,3,2,4,1,1,4
"4933407K13Rik",30,96,88,109,103,86,98,109
"4933408B17Rik",0,11,4,4,8,4,6,3
"4933408J17Rik",1,0,0,2,1,0,1,1
"4933409K07Rik",1,0,0,1,0,0,1,0
"4933411K16Rik",6,15,14,12,23,17,10,14
"4933412E12Rik",189,341,274,327,329,393,366,351
"4933413G19Rik",1,2,0,1,0,2,1,0
"4933413J09Rik",4,12,7,12,16,13,11,14
"4933417D19Rik",3,5,7,9,11,6,5,5
"4933417E11Rik",3,9,9,10,15,15,14,22
"4933421I07Rik",0,0,1,0,1,0,0,2
"4933421O10Rik",39,61,144,123,78,79,120,127
"4933422A05Rik",1,0,1,2,0,3,4,0
"4933424G06Rik",2,3,2,4,6,4,2,1
"4933425B07Rik",0,2,0,1,0,0,0,1
"4933427D06Rik",0,3,2,0,0,0,1,0
"4933427D14Rik",272,579,459,590,580,551,553,571
"4933427E11Rik",5,4,9,7,7,6,5,5
"4933427G17Rik",2,6,3,2,2,4,4,3
"4933428G20Rik",4,12,26,17,17,9,12,18
"4933430H16Rik",0,1,0,2,0,1,1,0
"4933430I17Rik",20,20,26,31,34,21,19,25
"4933431E20Rik",146,333,296,255,318,374,364,292
"4933431G14Rik",0,2,4,1,1,2,2,0
"4933432I09Rik",0,1,0,1,0,1,0,2
"4933433C11Rik",1,1,0,2,0,1,1,0
"4933433G15Rik",1,1,5,3,4,3,6,3
"4933433G19Rik",2,5,4,4,1,3,6,4
"4933433H22Rik",9,8,10,11,6,9,10,6
"4933434E20Rik",1137,2431,2519,2157,2528,2724,2836,2638
"4933438K21Rik",1,0,0,0,0,1,0,1
"4933439C10Rik",32,33,64,53,47,41,60,58
"4933440M02Rik",5,4,3,6,0,4,5,1
"5031410I06Rik",1,1,0,0,0,0,0,1
"5031414D18Rik",36,76,75,71,78,76,98,69
"5031425E22Rik",67,171,216,172,169,197,257,217
"5031425F14Rik",3,0,2,5,3,3,0,0
"5031426D15Rik",1,2,2,4,4,2,2,1
"5031434C07Rik",1,1,1,1,2,0,1,0
"5031434O11Rik",1,4,3,10,7,9,9,5
"5031439G07Rik",2415,5207,4486,4410,5039,5048,5354,4513
"5033403F01Rik",6,8,11,10,8,10,4,8
"5033406O09Rik",0,4,6,2,5,1,2,3
"5330411J11Rik",2,5,8,2,5,3,2,2
"5330417C22Rik",1,1,0,1,1,1,0,0
"5330426P16Rik",168,310,285,340,290,336,357,334
"5330434G04Rik",0,0,1,1,1,0,0,0
"5430402O13Rik",1,2,3,5,2,4,4,8
"5430403N17Rik",0,1,0,2,2,0,1,1
"5430405H02Rik",20,26,39,30,22,30,45,45
"5430416N02Rik",88,154,156,178,156,156,228,297
"5430416O09Rik",2,5,2,4,6,2,1,1
"5430419D17Rik",4,12,8,12,6,10,11,10
"5430425K12Rik",1,0,1,3,2,0,1,2
"5430427O19Rik",0,4,3,4,2,3,2,5
"5430431A17Rik",18,35,54,60,46,35,29,35
"5430440P10Rik",3,0,1,4,0,1,0,1
"5530601H04Rik",231,407,423,450,435,444,437,493
"5730403I07Rik",0,0,1,0,1,1,1,0
"5730405O15Rik",4,8,6,7,14,9,16,10
"5730408K05Rik",5,6,20,12,4,5,4,8
"5730409E04Rik",193,393,396,360,386,402,451,415
"5730420D15Rik",0,6,6,1,4,7,3,11
"5730422E09Rik",1,0,3,2,3,2,1,8
"5730435O14Rik",1,2,1,2,3,1,3,0
"5730455P16Rik",676,1650,1593,1610,1489,1569,1543,1696
"5730480H06Rik",17,17,19,27,23,30,23,19
"5730508B09Rik",160,285,348,316,284,331,255,278
"5730559C18Rik",423,566,722,724,574,410,373,591
"5830411N06Rik",12,35,27,22,27,11,16,17
"5830415F09Rik",76,143,130,135,106,153,153,153
"5830416P10Rik",3,9,4,4,7,13,14,7
"5830417I10Rik",624,1212,1104,1237,1279,1231,1199,1173
"5830418P13Rik",2,3,6,4,2,5,3,2
"5830428M24Rik",0,2,1,0,0,3,2,1
"5830432E09Rik",1,3,3,5,7,7,14,6
"5830454E08Rik",2,6,2,5,6,6,6,5
"5830473C10Rik",2,4,5,3,5,8,3,6
"5930430L01Rik",186,332,315,397,297,306,321,300
"5930438M14Rik",2,5,2,2,3,2,2,4
"6030407O03Rik",0,0,0,0,0,1,2,1
"6030408B16Rik",1,0,0,1,0,5,5,2
"6030419C18Rik",1583,2352,2580,2736,2319,1839,1559,2218
"6030443J06Rik",14,13,13,18,9,17,15,20
"6030458C11Rik",1039,2125,1919,2127,2398,2389,2193,2296
"6030468B19Rik",1,0,0,0,2,1,1,1
"6230400D17Rik",6,13,21,20,12,14,23,35
"6330403A02Rik",14,15,11,18,12,2,1,27
"6330403K07Rik",2,3,2,2,2,1,3,5
"6330408A02Rik",178,306,326,351,313,324,338,304
"6330415G19Rik",6,7,16,7,7,11,12,10
"6330416G13Rik",479,935,904,899,1002,1038,1515,1319
"6330418K02Rik",4,7,5,6,4,9,11,5
"6330549D23Rik",2,12,10,9,9,15,9,8
"6430531B16Rik",4,8,15,10,14,13,16,7
"6430548M08Rik",641,1467,1277,1140,1499,1662,1566,1235
"6430550D23Rik",3,10,12,8,12,20,13,21
"6430562O15Rik",4,5,4,6,3,8,5,3
"6430571L13Rik",10,16,13,16,21,12,12,18
"6430573F11Rik",1,0,1,1,0,0,0,1
"6430584L05Rik",0,1,1,0,2,0,0,1
"6530402F18Rik",126,275,199,201,284,251,304,269
"6530411M01Rik",1,0,0,1,1,0,0,0
"6720483E21Rik",4,3,3,3,4,5,4,3
"6720489N17Rik",8,30,23,26,28,19,8,23
"6820431F20Rik",126,256,184,271,250,239,220,236
"7420700N18Rik",1,0,0,1,0,0,0,2
"8030423F21Rik",1,0,3,1,3,4,0,5
"8030423J24Rik",2,2,2,1,0,0,0,1
"8030462N17Rik",398,772,652,780,890,747,703,837
"8430408G22Rik",222,490,322,333,551,701,448,407
"8430419L09Rik",375,650,573,607,663,672,764,713
"8430423G03Rik",6,18,18,10,20,18,17,32
"8430426J06Rik",1,3,7,3,2,0,3,3
"8430429K09Rik",27,65,76,61,73,55,65,96
"8430430B14Rik",1,1,1,1,0,0,0,0
"8430436N08Rik",0,1,1,0,0,0,1,0
"9030025P20Rik",55,83,117,103,103,108,97,101
"9030404E10Rik",0,1,2,1,3,0,1,1
"9030612E09Rik",2,7,7,3,4,10,7,11
"9030617O03Rik",1012,1733,1496,1744,1608,1352,1294,1469
"9030619P08Rik",0,0,0,0,0,1,1,1
"9030624G23Rik",3,3,2,2,9,1,2,3
"9030624J02Rik",1859,4140,3724,3379,3899,4343,4451,3866
"9130008F23Rik",41,61,92,86,70,50,71,63
"9130011E15Rik",506,1029,1025,986,1057,994,1042,1089
"9130019O22Rik",55,119,136,130,109,109,143,129
"9130019P16Rik",31,42,33,51,33,27,22,18
"9130023H24Rik",177,317,316,311,314,377,363,324
"9130024F11Rik",11,37,31,26,31,36,41,39
"9130204L05Rik",0,0,2,0,1,1,0,1
"9130221H12Rik",109,141,158,159,155,167,170,140
"9130230L23Rik",1,2,3,2,2,5,2,3
"9130401M01Rik",775,1368,1519,1480,1364,1350,1650,1590
"9230009I02Rik",0,0,0,0,1,0,2,3
"9230110C19Rik",41,108,77,79,120,151,120,115
"9230112J17Rik",1,3,7,4,8,7,6,4
"9230114K14Rik",41,74,74,74,64,57,53,79
"9230116L04Rik",0,1,0,0,2,3,1,2
"9230116N13Rik",8,13,14,22,13,17,25,24
"9330020H09Rik",19,34,67,48,38,38,71,68
"9330102E08Rik",67,143,169,138,163,200,168,158
"9330133O14Rik",28,55,105,85,60,60,103,92
"9330136K24Rik",17,27,37,43,22,30,36,29
"9330151L19Rik",41,66,83,94,73,94,97,111
"9330159F19Rik",158,421,298,321,473,555,390,291
"9330159M07Rik",30,36,77,64,48,48,64,65
"9330162012Rik",1,7,8,1,0,3,4,2
"9330175E14Rik",1,2,1,1,2,2,5,4
"9330175M20Rik",2,5,1,4,3,4,3,3
"9330179D12Rik",1,3,0,3,2,2,1,2
"9330182L06Rik",0,2,0,1,1,2,2,1
"9330188P03Rik",2,1,1,2,0,0,0,1
"9430015G10Rik",453,756,703,821,780,591,594,709
"9430016H08Rik",441,770,983,811,852,796,775,824
"9430018G01Rik",7,41,18,17,33,24,28,18
"9430020K01Rik",2725,5170,4700,5534,5595,5709,5391,5114
"9430037G07Rik",17,22,23,45,20,20,25,36
"9430038I01Rik",54,83,100,95,116,118,102,114
"9430060I03Rik",1,2,1,2,1,2,0,4
"9430065F17Rik",0,1,0,1,0,1,4,3
"9430069I07Rik",1,2,2,1,2,1,0,4
"9430076C15Rik",2,5,7,6,3,6,6,6
"9430078K24Rik",6,8,7,10,9,7,4,0
"9430083A17Rik",2,6,13,9,3,10,8,8
"9430091E24Rik",67,104,96,98,101,103,111,106
"9530020I12Rik",0,0,1,0,1,0,0,3
"9530026P05Rik",0,1,2,1,0,1,0,0
"9530027J09Rik",6,14,6,8,13,11,14,11
"9530052E02Rik",0,0,1,0,0,2,2,2
"9530053A07Rik",21,41,45,41,46,51,41,43
"9530062K07Rik",0,0,1,0,0,1,1,0
"9530068E07Rik",9782,17767,19593,19151,18060,18261,18665,18481
"9530077C05Rik",58,124,107,102,114,104,95,104
"9530082P21Rik",462,807,935,868,829,786,855,868
"9530091C08Rik",1,1,0,1,0,1,1,0
"9630013K17Rik",4,7,6,8,3,7,2,3
"9630028B13Rik",1,0,1,1,2,0,1,1
"9630028H03Rik",1,3,1,1,1,2,1,3
"9630028I04Rik",13,10,21,16,21,3,0,26
"9830132P13Rik",0,11,4,0,9,8,1,3
"9830147E19Rik",16,21,29,33,33,34,35,64
"9930012K11Rik",273,444,567,549,363,377,328,397
"9930021J03Rik",254,878,447,561,690,906,881,776
"9930104L06Rik",267,528,729,658,539,544,644,694
"9930111J21Rik1",5,13,7,9,13,13,6,11
"9930111J21Rik2",1,6,3,4,13,6,2,2
"A130010J15Rik",359,675,693,671,657,647,693,643
"A1cf",0,0,1,0,0,1,1,0
"A230028O05Rik",5,14,9,11,11,9,9,9
"A230046K03Rik",934,3311,1894,2174,2399,2973,2819,2644
"A230050P20Rik",241,422,463,484,463,450,527,529
"A230056J06Rik",0,1,1,3,2,3,4,3
"A230056P14Rik",20,52,39,53,58,55,58,59
"A230065H16Rik",1,2,1,1,1,0,0,2
"A230070E04Rik",0,2,1,1,4,2,2,1
"A230072C01Rik",40,71,104,93,78,104,99,87
"A230072E10Rik",1,2,0,1,1,1,0,0
"A230103J11Rik",9,10,21,23,13,16,13,19
"A230108P19Rik",1,0,1,1,2,0,0,1
"A330009N23Rik",5,11,18,12,15,11,15,18
"A330015K06Rik",0,1,0,0,0,2,2,2
"A330023F24Rik",8,12,25,15,22,25,31,31
"A330035P11Rik",22,38,49,52,54,45,46,60
"A330040F15Rik",0,3,3,2,0,2,4,6
"A330041J22Rik",1,2,0,2,1,1,0,0
"A330069E16Rik",8,23,27,20,24,29,24,33
"A330074K22Rik",185,401,263,314,399,348,332,264
"A330102I10Rik",2,11,9,4,15,15,17,11
"A3galt2",3,6,8,6,3,2,6,7
"A430005L14Rik",368,733,758,751,680,712,705,751
"A430033K04Rik",123,279,176,251,231,235,199,210
"A430035B10Rik",8,14,6,15,14,17,15,13
"A430046D13Rik",46,101,126,84,105,137,117,125
"A430078I02Rik",13,41,31,41,21,22,17,17
"A430090L17Rik",1,0,1,1,0,1,1,0
"A430093F15Rik",1,1,1,2,3,2,4,6
"A430105I19Rik",1436,2942,2532,2536,3095,2994,3183,2984
"A4galt",1325,2892,2660,2510,2711,3214,3428,3026
"A4gnt",1,3,0,1,2,5,3,5
"A530013C23Rik",18,25,35,27,30,31,37,25
"A530016L24Rik",1,2,2,1,1,1,1,1
"A530032D15Rik",3,17,13,23,38,23,21,33
"A530046M15Rik",1,1,4,5,5,6,8,10
"A530064D06Rik",0,0,0,0,0,3,2,1
"A530065N20Rik",1,2,0,1,0,0,0,0
"A530072M11Rik",11,29,26,17,26,39,35,44
"A630001G21Rik",2,0,3,4,3,4,3,1
"A630020A06",0,0,1,1,1,0,3,0
"A630023A22Rik",11,18,7,19,11,18,34,25
"A630033H20Rik",159,382,223,360,287,316,285,354
"A630066F11Rik",7,14,10,12,11,11,19,16
"A630072M18Rik",70,114,133,143,107,99,136,143
"A630076J17Rik",1,2,1,3,4,3,2,3
"A630089N07Rik",6,12,9,11,16,11,14,14
"A630095N17Rik",0,1,3,4,1,4,5,3
"A730004F24Rik",0,1,0,0,0,2,2,0
"A730017L22Rik",65,121,84,96,117,171,154,135
"A730020E08Rik",1,4,4,3,5,4,3,5
"A730020M07Rik",1,4,6,4,4,1,1,3
"A730036I17Rik",1,1,0,1,1,1,1,0
"A730043L09Rik",3,0,2,4,4,2,0,4
"A730056A06Rik",44,66,71,82,77,85,73,60
"A730085K08Rik",0,0,0,0,1,0,1,1
"A730090N16Rik",5,6,11,8,9,12,11,9
"A830009L08Rik",1,1,1,3,0,1,1,0
"A830010M20Rik",48,161,112,112,155,169,150,139
"A830052D11Rik",3,5,6,11,6,3,4,6
"A830080D01Rik",104,392,204,226,294,318,271,291
"A830082K12Rik",48,99,121,119,127,106,115,149
"A830082N09Rik",27,58,59,72,51,77,73,66
"A930001C03Rik",0,5,17,14,6,9,9,9
"A930003A15Rik",103,216,200,195,193,213,167,138
"A930004D18Rik",60,78,102,105,87,64,57,77
"A930005H10Rik",112,200,202,217,193,215,228,207
"A930006K02Rik",5,7,8,4,6,7,6,7
"A930007I19Rik",2,8,4,5,8,11,6,8
"A930012L18Rik",1,0,5,3,3,5,2,4
"A930013F10Rik",8,36,19,40,50,45,47,40
"A930015D03Rik",158,201,343,301,213,201,253,254
"A930016O22Rik",0,1,7,1,0,0,1,0
"A930017M01Rik",0,0,0,0,2,1,1,3
"A930018P22Rik",2,1,0,3,3,2,0,0
"A930019D19Rik",0,1,2,0,0,0,1,0
"A930024E05Rik",28,56,127,95,54,56,85,81
"A930041C12Rik",4,0,2,1,3,2,3,4
"AA413626",6,5,5,9,3,6,5,8
"AA414768",426,613,684,738,679,519,419,557
"AA415398",21,61,45,40,50,69,69,64
"AA465934",120,120,205,180,133,103,163,156
"AA467197",18,29,10,24,35,35,38,32
"AA474331",47,67,76,78,87,59,77,73
"AA543186",7,11,11,10,8,8,10,8
"AA986860",70,159,127,140,136,159,147,167
"Aaas",1249,1969,2157,2140,1969,1493,1510,1856
"Aacs",1484,3041,2739,2728,3073,2976,3670,3244
"Aadat",0,0,2,0,2,1,1,2
"Aaed1",600,1135,1033,1138,1265,1665,1651,1580
"Aagab",941,1850,2285,2016,1801,1626,1840,1895
"Aak1",1763,3641,3029,3588,3869,3684,3519,3567
"Aamdc",711,1176,1487,1323,1217,1109,911,1078
"Aamp",3994,7741,9105,7855,7449,7587,8926,8165
"Aanat",0,0,3,0,0,1,1,0
"Aar2",993,1930,2034,1914,1741,1852,2025,1895
"Aars",4651,10870,10622,9006,10867,11754,13744,12773
"Aars2",455,815,837,842,826,725,776,817
"Aarsd1",665,1117,1317,1268,1007,961,1033,1103
"Aasdh",249,521,502,500,522,462,516,562
"Aasdhppt",820,1407,1487,1694,1606,1533,1467,1677
"Aatf",889,1620,1844,1715,1747,1499,1642,1758
"Aatk",14,9,23,22,11,2,1,12
"AB124611",28,53,44,56,53,62,59,50
"Abat",16,24,25,28,23,8,6,32
"Abca1",45,133,82,67,145,146,130,112
"Abca12",0,2,1,0,5,1,5,2
"Abca13",2,13,10,8,10,16,10,12
"Abca17",1,4,3,2,0,1,1,3
"Abca2",1059,2726,1960,1849,2520,2878,2933,2362
"Abca3",506,981,881,903,972,911,931,906
"Abca4",35,95,67,63,90,129,149,98
"Abca5",588,1952,1121,1388,1570,1631,1365,1324
"Abca6",10,22,10,19,9,12,7,16
"Abca7",1313,3328,2693,2623,3092,3731,3856,2902
"Abca8a",20,76,23,32,83,97,68,41
"Abca8b",113,360,243,253,361,407,495,414
"Abca9",137,260,130,219,192,217,146,110
"Abcb10",713,1370,1281,1319,1282,1249,1288,1320
"Abcb11",1,0,2,1,1,0,0,0
"Abcb1a",12,17,18,17,27,32,56,64
"Abcb1b",445,720,764,822,663,644,821,959
"Abcb4",0,0,3,0,0,0,1,2
"Abcb6",961,2057,2061,1700,1928,2113,2109,2077
"Abcb7",384,1122,771,862,846,958,790,857
"Abcb8",581,1257,1139,1160,1163,1206,1206,1176
"Abcb9",23,50,48,49,47,75,69,54
"Abcc1",2606,5349,5948,5569,5198,5618,6883,6148
"Abcc10",128,294,273,267,321,349,330,333
"Abcc12",1,8,8,2,6,6,17,2
"Abcc2",1,0,1,1,0,0,0,0
"Abcc3",1,6,2,3,2,0,2,4
"Abcc4",282,703,682,583,676,782,1401,1410
"Abcc5",1439,3268,3033,3020,3281,3298,3564,3412
"Abcc6",2,3,0,2,3,3,1,1
"Abcc8",2,2,3,2,2,4,0,1
"Abcc9",5,12,36,24,24,14,11,19
"Abcd1",798,1369,1537,1510,1274,1251,1239,1226
"Abcd2",142,370,339,385,317,399,426,400
"Abcd3",1620,3091,2987,3393,3228,3467,3316,3268
"Abcd4",747,1640,1363,1393,1658,1665,1614,1565
"Abce1",4963,11491,9514,11911,10677,10306,9154,11263
"Abcf1",3343,6052,6502,6414,6672,6006,6049,6193
"Abcf2",3081,5882,7075,6065,5882,5607,6737,6523
"Abcf3",1208,2532,2997,2482,2470,2495,2854,2682
"Abcg1",178,253,286,287,279,163,131,250
"Abcg2",1839,3188,3328,3352,3307,3104,2616,2817
"Abcg3",0,0,0,0,0,1,2,1
"Abcg4",28,43,83,55,59,52,50,48
"Abcg8",7,4,8,10,5,3,3,8
"Abhd1",40,45,49,49,45,31,40,40
"Abhd10",275,511,495,540,523,469,439,531
"Abhd11",329,636,734,596,639,709,781,713
"Abhd11os",2,10,6,4,4,7,1,4
"Abhd12",1236,2904,2946,2546,2631,3029,3251,2820
"Abhd13",971,2091,1682,1992,1952,2071,1866,1897
"Abhd14a",304,530,584,531,520,521,578,536
"Abhd14b",84,188,154,167,193,224,225,197
"Abhd15",38,47,63,71,52,43,35,52
"Abhd16a",858,1646,1829,1721,1677,1673,1760,1734
"Abhd16b",1,4,2,1,3,3,3,6
"Abhd17a",1380,2471,2565,2461,2369,2381,2481,2343
"Abhd17b",535,1160,937,1169,1169,1185,1065,1099
"Abhd17c",1129,1800,2018,1965,2050,1935,2039,2102
"Abhd2",780,1536,1395,1402,1654,1292,1446,1427
"Abhd3",13,26,18,20,24,22,14,19
"Abhd4",3561,7481,8889,7558,6935,7692,8171,7427
"Abhd5",925,1909,1987,1888,2062,2226,2588,2532
"Abhd6",445,815,735,786,780,981,933,821
"Abhd8",1401,2490,2558,2586,2354,2476,2346,2205
"Abi1",1632,3335,2664,3302,3306,3532,3303,3318
"Abi2",588,1394,955,1248,1311,1516,1240,1284
"Abi3",4,19,11,8,16,23,30,29
"Abi3bp",6,16,7,10,11,10,4,4
"Abl1",3424,6394,6193,6597,6504,5719,6732,6567
"Abl2",1445,2923,2720,2689,3266,2992,3264,3030
"Ablim1",6698,11802,10934,11997,12812,12304,10194,10752
"Ablim2",92,157,270,154,221,153,136,174
"Ablim3",490,562,815,740,736,372,198,681
"Abr",4422,9169,9087,8542,9321,9954,10703,9525
"Abra",223,370,507,347,443,265,177,414
"Abracl",1633,2767,2939,3366,3105,2753,2190,2692
"Abt1",521,922,1023,959,895,817,910,942
"Abtb1",252,622,598,553,570,596,720,686
"Abtb2",551,1203,1014,984,1245,1316,1133,1033
"Acaa1a",1063,1895,2004,1787,1837,1901,1989,1934
"Acaa1b",47,87,80,76,67,70,85,73
"Acaa2",2569,5071,5561,5007,4403,4436,4320,4273
"Acaca",1715,3265,2723,2804,3549,3286,3775,3143
"Acacb",59,89,81,99,81,103,78,81
"Acad10",114,303,265,236,286,341,352,242
"Acad11",570,1089,1046,1056,1189,1426,1325,1218
"Acad12",60,196,176,132,171,232,217,178
"Acad8",609,1050,1257,1165,1070,1039,1196,1132
"Acad9",1109,2016,2379,2171,1979,1950,2144,2126
"Acadl",4233,7199,9227,8211,7891,7195,6503,7290
"Acadm",1852,3684,4481,4079,3898,4272,4506,4396
"Acads",1324,2679,3164,2617,2601,2673,2781,2633
"Acadsb",1116,3323,2177,2754,2946,3433,2769,2574
"Acadvl",3164,5755,7070,6257,5505,5172,5144,5373
"Acap1",9,21,13,11,30,31,24,22
"Acap2",1008,3015,1918,2504,2852,2930,2625,2503
"Acap3",975,1693,1915,1781,1704,1528,1475,1640
"Acat1",1905,2795,3478,3554,2954,2345,2110,2755
"Acat2",1351,2597,2292,2515,2717,2499,2929,2758
"Acat3",27,134,59,58,118,189,436,394
"Acbd3",1890,4053,3486,4089,4500,4337,3870,3832
"Acbd4",681,1290,1311,1250,1207,1209,1137,1186
"Acbd5",488,1571,887,1152,1260,1416,1249,1278
"Acbd6",849,1627,1743,1607,1669,1713,1765,1711
"Acbd7",1,3,1,1,2,1,1,2
"Accs",197,390,413,360,405,440,426,425
"Accsl",1,0,1,1,2,3,1,0
"Acd",486,931,910,873,850,978,1010,930
"Ace",40,114,79,108,81,120,150,85
"Acer1",4,6,5,3,2,2,4,1
"Acer2",2,7,12,7,11,9,9,14
"Acer3",287,572,435,545,554,565,617,584
"Ache",32,65,116,89,75,60,65,94
"Acin1",3457,5811,5988,6335,6341,5847,5664,5788
"Ackr2",0,3,5,0,5,4,3,2
"Ackr3",1297,3321,2044,2331,3609,4339,4661,3344
"Ackr4",39,125,75,83,95,141,108,90
"Acly",3988,8364,7550,7566,8661,8044,9207,8227
"Acmsd",0,0,1,1,0,0,0,2
"Aco1",1757,3147,3547,3364,3083,2839,3119,2964
"Aco2",10284,18629,21527,19007,18008,17677,16676,17016
"Acot1",229,518,390,448,388,485,578,521
"Acot10",4,10,5,5,6,6,4,3
"Acot11",164,322,228,257,290,340,277,244
"Acot12",3,7,9,9,7,7,3,7
"Acot13",470,1117,1127,928,1137,1426,1401,1173
"Acot2",228,538,389,401,490,718,1014,906
"Acot3",3,2,4,2,3,2,1,1
"Acot4",15,41,34,36,40,41,71,70
"Acot6",88,146,150,156,162,135,142,130
"Acot7",1768,2807,3184,3126,2757,2509,2489,2634
"Acot8",208,318,430,359,309,360,359,335
"Acot9",2766,4999,5490,5049,4882,4641,4773,4929
"Acox1",2706,5663,5747,5176,5689,6247,6210,5436
"Acox2",10,23,22,23,22,38,31,37
"Acox3",707,1716,1678,1524,1573,2082,2339,1855
"Acoxl",0,8,3,2,3,8,11,3
"Acp1",858,1214,1369,1410,1328,1159,1091,1162
"Acp2",1287,2641,2657,2548,2738,3078,3359,3058
"Acp5",6,11,23,11,15,9,10,8
"Acp6",417,809,882,766,802,904,912,868
"Acpp",1327,3015,3229,3427,3625,3744,3922,3664
"Acrbp",16,35,49,46,44,73,67,67
"Acsbg1",163,228,237,264,299,166,337,380
"Acsbg2",0,3,2,0,2,3,1,0
"Acsf2",391,765,837,761,677,644,674,684
"Acsf3",231,469,426,432,371,408,429,371
"Acsl1",416,929,1077,900,1016,1194,1272,1098
"Acsl3",3143,7756,6726,7220,7852,8501,7020,7053
"Acsl4",1451,4789,2820,3522,4060,4879,4137,3487
"Acsl5",1537,2703,2635,2749,2927,2605,3031,2846
"Acsl6",418,744,987,788,907,813,596,779
"Acsm3",2,7,5,7,6,2,3,4
"Acss1",0,2,0,1,2,0,0,1
"Acss2",352,716,544,540,738,759,723,646
"Acss2os",0,0,2,0,0,0,1,3
"Acss3",4,4,2,5,5,2,2,3
"Acta1",54390,89925,131619,100558,92301,90635,64011,80501
"Acta2",80195,111381,168296,159224,107468,83247,56397,83974
"Actb",61995,94654,114180,112792,91105,78159,74166,82402
"Actc1",15880,21387,31701,27421,22974,15084,10326,21073
"Actg1",58476,63650,69133,71853,61105,55746,52849,54840
"Actg2",3913,5138,6949,7199,4391,2612,1918,3994
"Actl10",4,5,2,5,1,2,2,1
"Actl6a",1606,2910,3071,3090,2862,2498,2575,2837
"Actl7a",1,0,0,1,0,0,0,1
"Actl9",0,1,0,0,1,1,1,1
